longitude,latitude,name,phone,dates_open,state,city
-91.512,45.574,Murphy Flowage Park,715.532.2113,,WI,Weyerhaeuser
-88.166,42.897,Muskego Park,262.548.7801,,WI,Muskego
-91.703,45.192,Myron County Park,715.837.1066,,WI,Sand Creek
-88.369,43.061,Naga - Waukee Park,262.548.7801,,WI,Delafield
-91.085,46.244,Namekagon,715.264.2511/715.762.2461,early jun-mid oct,WI,Cable
-92.114,46.083,Namekagon Trail Bridge - St. Croix National Scenic River,715.483.2274,,WI,Danbury
-91.019,42.735,Nelson Dewey State Park,608.725.5374,all year,WI,Cassville
-92.677,45.905,Nelsons Landing - St. Croix National Scenic River,715.483.2274,,WI,Grantsburg
-89.63,42.787,New Glarus Woods State Park,608.527.2335,all year,WI,New Glarus
-88.16,45.648,New Prospect -  Kettle Moraine State Forest,,,WI,Dunbar
-87.781,44.963,North Bay Shore Park,920.834.6825,,WI,Oconto
-89.646,46.064,North Trout Lake - North Highland/Amer Legion State Forest,715.385.2727,,WI,Woodruff
-90.443,45.281,North Twin,715.748.4875/715.762.2461,,WI,Medford
-90.139,44.515,North Wood County Park,715.421.8422,,WI,Arpin
-92.64,45.924,Norway Point Landing - St. Croix National Scenic River,715.483.2274,,WI,Grantsburg
-92.219,44.692,Nugget Lake County Park,715.639.5611,,WI,Plum City
-88.199,45.346,Old Veterans Lake County Park,715.732.7530,,WI,Crivitz
-88.478,42.939,Ottawa Lake -  Kettle Moraine State Forest,262.594.6200,,WI,Dousman
-89.548,45.444,Otter Lake,715.536.0327,,WI,Gleason
-90.96,45.092,Otter Lake County Park,715.726.7880,,WI,
-92.117,46.534,Pattison State Park,715.399.3111,all year,WI,Superior
-90.122,42.68,Pecatonica River Trails Park,,,WI,Darlington
-87.214,45.161,Peninsula State Park,920.868.3258,all year,WI,Fish Creek
-91.269,46.405,Perch Lake,715.373.2667/715.762.2461,,WI,Mason
-91.481,44.028,Perrot State Park,608.534.6409,all year,WI,Trempealeau
-89.956,44.12,Petenwell Park,608.564.7513,all year,WI,Arkdale
-89.985,44.154,Petenwell Wilderness County Park,,,WI,Necedah
-91.417,46.072,Phipps Landing - St. Croix National Scenic River,715.483.2274,,WI,Hayward
-90.363,43.446,Pier Natural Bridge County Park,608.647.6148,,WI,Rockbridge
-91.458,44.297,Pietrek County Park,715.538.2311,,WI,Arcadia
-90.615,44.212,Pigeon Creek - Black River State Forest,,all year,WI,Black River Fa
-88.306,43.316,Pike Lake -  Kettle Moraine State Forest,262.670.3400,mid apr-mid oct,WI,Slinger
-88.99,45.688,Pine Lake,715.276.6333/715.762.2461,,WI,Laona
-91.156,45.246,Pine Point County Park,,,WI,Holcombe
-90.705,44.028,Pine View Military - Fort McCoy,608.388.3517,,WI,Sparta
-88.446,42.961,Pinewoods -  Kettle Moraine State Forest,262.594.6200,,WI,Dousman
-90.29,45.443,Pioneer Park - Ogema,715.767.5300,,WI,Ogema
-91.985,45.241,Pioneer Park - Prairie Farm,715.455.1024,,WI,Prairie Farm
-89.555,45.993,Plum Lake - North Highland/Amer Legion State Forest,,,WI,Woodruff
-87.515,44.212,Point Beach State Forest,920.794.7480,all year,WI,Two Rivers
-90.529,46.463,Potato River Falls,,,WI,Hurley
-87.415,44.864,Potawatomi State Park,920.746.2890,all year,WI,Sturgeon Bay
-90.921,46.582,Prentice City Park,715.682.7061,,WI,Ashland
-89.533,46.023,Razorback Lake - North Highland/Amer Legion State Forest,715.356.5211,,WI,Woodruff
-91.933,44.355,Reicks Lake Park,608.685.3330,,WI,Alma
-89.687,44.921,Rib Mountain State Park,715.842.2522,all year,WI,Wausau
-88.713,45.442,Richardson Lake,715.276.6333/715.762.2461,,WI,Laona
-90.967,43.539,Ridge - Sidie Hollow Park,608.637.7335,mid apr-mid oct,WI,Viroqua
-88.949,43.98,River Side Park - Berlin,920.361.5437,mid may - mid oct,WI,Berlin
-92.246,46.077,Riverside Landing - St. Croix National Scenic River,715.483.2274,,WI,Danbury
-91.227,44.298,Riverside Memorial Park,608.989.2517,,WI,Blair
-90.159,43.882,Riverside Park - New Lisbon,608.562.3534,,WI,New Lisbon
-90.85,43.32,Robb City Park,,,WI,Gays Mills
-89.812,44.001,Roche-A-Cri State Park,608.339.6881,mid may-late sep,WI,Friendship
-90.851,44.733,Rock Dam Park,715.743.5140,,WI,North Foster
-89.802,43.641,Rocky Arbor State Park,608.254.8001,mid may-late aug,WI,Wisconsin Dells
-90.724,44.426,Russell Memorial Park,715.743.5140,,WI,Dewhurst
-90.277,45.843,Sailor Lake,715.748.4875/715.762.2461,early may-late oct,WI,Park Falls
-87.844,42.676,Sanders County Park,800.272.2463,,WI,Mount Pleasant
-92.77,45.793,Sandrock Cliffs - St. Croix National Scenic River,715.483.2274,,WI,Grantsburg
-89.968,46.103,Sandy Beach Lake - North Highland/Amer Legion State Forest,715.356.5211,,WI,Woodruff
-89.741,45.473,Sara Park,715.453.4040,,WI,Tomahawk
-91.553,45.754,Sawmill Lake County Park,715.635.4490,,WI,Birchwood
-90.437,46.562,Saxon Harbor County Park,715.561.2697,,WI,Hurley
-90.156,46.324,Schomberg Park,715.561.2064,,WI,Hurley
-90.268,43.729,Schultz City Park,608.462.2400,mid may-mid oct,WI,Elroy
-89.043,45.878,Sevenmile Lake,715.528.4464/715.762.2461,,WI,Three Lakes
-88.593,44.781,Shawano County Fairgrounds,715.524.3976,,WI,Shawano
-88.489,44.823,Shawano County Park,715.524.4986,,WI,Shawano
-91.923,45.741,Shell Lake Municipal Park,715.468.7846,,WI,Shell Lake
-90.371,44.429,Sherwood Park,715.743.5140,,WI,
-90.499,45.905,Smith Lake County Park,715.339.6371,,WI,Park Falls
-90.172,45.912,Smith Rapids,715.264.2511/715.762.2461,early may-late oct,WI,Park Falls
-90.719,44.579,Snyder Park,715.743.5140,,WI,Hewett
-90.4,45.687,Solberg Lake County Park,715.339.6371,,WI,Phillips
-90.367,45.763,Solberg Lake County Park,715.339.6371,all year,WI,Phillips
-89.654,46.021,South Trout Lake - North Highland/Amer Legion State Forest,715.385.2727,,WI,Woodruff
-89.736,44.366,South Wood County Park,715.421.8422,,WI,Wisconsin Rapids
-91.617,45.3,Southworth County Park,,,WI,New Auburn
-90.447,45.328,Spearhead Point,715.748.4875/715.762.2461,early may-late oct,WI,Medford
-89.009,46.01,Spectacle Lake,715.528.4464/715.762.2461,,WI,Eagle River
-92.779,45.772,St. Croix - Governor Knowles State Forest,888.936.7463,,WI,Grantsburg
-89.575,46.025,Starrett Lake - North Highland/Amer Legion State Forest,715.356.5211,,WI,Woodruff
-88.713,45.925,Stevens Lake,715.528.4464/715.762.2461,,WI,Florence
-90.715,46.038,Stock Farm Bridge,715.264.2511/715.762.2461,,WI,Glidden
-92.263,44.481,Stockholm City Park,,,WI,Stockholm
-91.102,43.349,Sugar Creek City Campground,608.632.3362,,WI,Ferryville
-92.865,45.567,Sunrise Ferry Landing - St. Croix National Scenic River,715.483.2274,,WI,
-91.947,44.638,Tarrant City Park,,,WI,Durand
-89.322,43.186,Token Creek County Park,,,WI,Deforest
-91.94,46.138,Totogatic Park,,,WI,Minong
-90.047,43.149,Tower Hill State Park,608.588.2116,,WI,Spring Green
-91.256,46.836,Town of Clover,715.774.3790,,WI,Herbster
-91.825,45.911,Trego Town Park,715.635.6075,,WI,Trego
-92.143,45.398,Turtle Lake City Park,800.846.8946,,WI,Turtle Lake
-88.137,45.581,Twelve Foot Falls County Park,715.732.7533,,WI,Dunbar
-91.305,46.491,Twin Bear County Park,715.372.8610,,WI,Iron River
-88.197,45.316,Twin Bridge County Park,715.732.7533,,WI,Stephenson
-90.072,45.955,Twin Lakes,715.748.4875/715.762.2461,early may-late oct,WI,Park Falls
-91.188,46.296,Two Lakes,715.373.2667/715.762.2461,mid may-late sep,WI,Washburn
-89.725,46.072,Upper Gresham Lake - North Highland/Amer Legion State Forest,715.385.2727,,WI,Woodruff
-90.413,46.371,Upson Community Park,715.561.2096,,WI,Upson
-89.446,43.54,Veterans Memorial Field - Portage,608.742.2178,,WI,Portage
-91.115,43.899,Veterans Memorial Park,608.786.4011,,WI,West Salem
-88.187,45.265,Veterans Memorial Park - Crivitz,715.732.7530,,WI,Crivitz
-90.439,43.197,Victoria Riverside Park - Muscoda,608.604.7094,,WI,Muscoda
-92.31,44.559,Village Park - Maiden Rock,715.448.2205,,WI,Maiden Rock
-90.001,45.973,Wabasso Lake,,,WI,Lac Du Flambea
-91.595,45.624,Waldo Carlson Park,715.354.3353,,WI,Birchwood
-91.284,46.544,Wanoka,715.373.2667/715.762.2461,,WI,Washburn
-87.968,43.468,Waubedonia County Park,262.284.8257,,WI,Fredonia
-88.754,43.644,Waupun Park,,,WI,Waupun
-89.757,44.366,Wazee Lake Rec Area,,all year,WI,
-90.394,46.409,Weber Lake County Park,715.561.2227,,WI,Hurley
-90.725,44.418,West Arbutus County Park,715.333.5832,,WI,Hatfield
-88.331,45.778,West Bass Lake,,,WI,Fence
-90.905,46.666,West End Thompson City Park,715.373.6160,,WI,Washburn
-90.443,45.318,West Point,715.748.4875/715.762.2461,,WI,Medford
-89.475,46.033,West Star Lake - North Highland/Amer Legion State Forest,,,WI,Sayner
-90.095,43.361,White Mound County Campground,608.266.2621,,WI,Hill Point
-88.694,42.784,Whitewater Lake -  Kettle Moraine State Forest,262.594.6200,,WI,Whitewater
-88.696,43.413,Wild Goose City Park,,,WI,Juneau
-90.804,44.675,Wild Rock County Park,715.743.5140,,WI,Tioga
-90.81,44.527,Wildcat Mound County Park,,,WI,Meillsville
-90.575,43.698,Wildcat Mountain State Park,608.337.4775,all year,WI,Ontario
-92.691,45.014,Willow River State Park,715.386.5931,all year,WI,Hudson
-88.861,45.93,Windsor Dam,715.528.4464/715.762.2461,,WI,Eagle River
-90.22,43.659,Wonewoc Legion Park,608.464.3114,,WI,Wonewon
-91.116,42.994,Wyalusing State Park,608.996.2261,all year,WI,Bagley
-89.971,42.769,Yellowstone Lake State Park,608.523.4427,early apr-late nov,WI,Blanchardville
-73.098,41.651,Black Rock State Park,860.283.8088,early may-late sep,CT,Thomaston
-72.342,41.484,Devils Hopyard State Park,860.526.2336,mid apr-late sep,CT,East Haddam
-71.811,41.534,Green Falls - Pachaug State Forest,860.376.4075,,CT,
-72.556,41.265,Hammonasset State Park,203.245.1817,early jun-late sep,CT,Madison
-73.004,41.935,Haws Memorial - American Legion State Forest,860. 379.0922,mid apr-late sep,CT,Barkhamsted
-71.926,41.602,Hopeville Pond State Park,860.376.2920,mid may-late sep,CT,Griswold
-73.377,41.823,Housatonic Meadows State Park,860.672.6772,mid apr-late sep,CT,Sharon
-73.205,41.421,Kettletown State Park,203.264.5169,mid may-late sep,CT,Southbury
-73.384,41.709,Lake Waramaug State Park,860.868.0220,mid may-late sep,CT,Kent
-73.494,41.777,Macedonia Brook State Park,860.927.3238,mid apr-late sep,CT,Kent
-71.985,41.859,Mashamoquet Brook State Park,860.928.6121,early jun-late sep,CT,Pomfret Center
-71.869,41.593,Mount Misery - Pachaug State Forest,860.376.4075,,CT,Voluntown
-73.224,41.71,Point Folly - White Memorial,860.567.0089,,CT,Bantam
-72.243,41.31,Rocky Neck State Park,860.739.5471,,CT,Niantic
-72.093,41.651,Salt Rock State Park,860.822.0884,mid may-late sep,CT,Baltic
-71.894,41.954,West Thompson Lake,860.923.3121,mid may-late aug,CT,
-73.216,41.727,Windmill Hill - White Memorial,860.567.0089,,CT,Litchfield
-71.971,41.852,Wolf Den - Mashamoquet Brook State Park,860.928.6121,early jun-late sep,CT,Pomfret Center
-75.117,38.78,Cape Henlopen State Park,302.645.8983,early mar-late nov,DE,Lewes
-75.066,38.606,Delaware Seashore State Park,302.539.7202,early mar-late nov,DE,Rehoboth Beach
-75.457,39.114,Dover AFB Military,302.677.3959,,DE,Dover
-75.534,38.979,Killens Pond State Park,302.284.3412,all year,DE,Felton
-75.718,39.548,Lums Pond State Park,302.368.6989,early mar-late dec,DE,Kirkwood
-75.6,38.645,Soroptimist Park,,,DE,Seaford
-75.476,38.53,Trap Pond State Park,302.875.2392,early mar-late nov,DE,Laurel
-72.533,42.608,Barton Cove,413.863.9300,,MA,Gill
-73.292,42.205,Beartown State Forest,413.528.0904,early jun-late aug,MA,Monterey
-70.593,41.751,Bourne Scenic City Park,508.759.7873,mid apr-mid oct,MA,Bourne
-72.934,42.254,Chester - Blanford State Forest,413. 354.6347,,MA,Chester
-73.076,42.734,Clarksburg State Park,413.664.8345,early jun-late aug,MA,Clarksburg
-72.791,42.456,DAR State Forest,413.268.7098,early may-late sep,MA,Ashfield
-72.408,42.607,Erving State Forest,978.544.3939,early jun-late aug,MA,Erving
-70.706,42.161,Fourth Cliff Military,781.837.6785,,MA,Marshfield
-72.969,42.053,Granville State Forest,413.357.6611,early jun-late aug,MA,Granville
-71.28,42.473,Hanscom AFB Military,781.377.4670,,MA,Bedford
-71.091,42.611,Harold Parker State Forest,978.686.3391,early jun-late aug,MA,Andover
-73.092,42.684,Historic Valley,413.662.3198,,MA,North Adams
-71.041,41.5,Horseneck Beach State Reservation,508.636.8816,early may-late sep,MA,Westport
-72.083,42.648,Lake Dennison State Park,978.939.8962,early jun-late aug,MA,Winchendon
-70.985,41.87,Massasoit State Park,508.822.7405,all year,MA,East Taunton
-72.941,42.642,Mohawk Trail State Forest,413.339.5504,early may-mid oct,MA,Charlemont
-73.188,42.632,Mt. Greylock State Reservation,413.499.4262,early jun-late sep,MA,Williamstown
-70.667,41.867,Myles Standish State Forest,508.866.2526,mid may-late sep,MA,Plymouth
-70.033,41.764,Nickerson State Forest Park,508.896.3491,early may-late oct,MA,Brewster
-73.234,42.336,October Mountain State Forest,413.243.1778,early may-late sep,MA,
-72.078,42.626,Otter River State Forest,978.939.8962,early may-late sep,MA,Baldwinville
-71.758,42.655,Pearl Hill State Park,978.597.8802,early jun-late sep,MA,West Townsend
-73.32,42.504,Pittsfield State Forest,413.442.8992,early jun-late sep,MA,Hancock
-70.823,42.842,Salisbury Beach State Reservation,978.462.4482,early may-late nov,MA,Salisbury
-73.047,42.647,Savoy Mountain State Forest,413.663.8469,early jun-late sep,MA,Florida
-70.506,41.778,Scusset Beach State Park,508.888.0859,all year,MA,Sandwich
-70.514,41.756,Shawme Crowell State Forest,508.888.0351,all year,MA,Sandwich
-73.05,42.145,Tolland State Forest,413.269.6002,early jun-late sep,MA,Otis
-72.21,42.65,Tully Lake,978.249.4957,,MA,Royalston
-70.571,41.672,USCG Cape Cod RV,508.968.6461,mid may-mid oct,MA,Buzzards Bay
-72.042,42.141,Wells State Park,508.347.9257,early may-late sep,MA,Sturbridge
-72.554,42.19,Westover ARB Military,413.557.2192,,MA,
-71.79,42.66,Willard Brook State Forest,978.597.8802,early jun-late aug,MA,Townsend
-72.986,42.554,Windsor State Forest,413.684.0948,all year,MA,Williamsburg
-70.869,42.531,Winter Island Park,978.745.9430,,MA,Salem
-70.846,42.2,Wompatuck State Park,781.749.7160,early may-mid oct,MA,Hingham
-76.159,39.485,Aberdeen Proving Ground RV Park,410.278.5789,all year,MD,Aberdeen
-76.882,38.785,Andrews AFB Military,301.981.3279,,MD,Clinton
-76.472,38.99,Annapolis Military,410.293.9200,,MD,Annapolis
-75.144,38.229,Assateague State Park,410.641.2120,early may-late oct,MD,
-75.162,38.208,Bayside - Assateague National Seashore,410.641.3030,mid april - mid oct,MD,Berlin
-79.14,39.545,Big Run State Park,301.895.5453,all year,MD,Grantsville
-76.514,38.618,Breezy Point Beach,410.535.0259,,MD,Chesapeak Beac
-77.613,39.307,Brunswick City Campground,301.695.5177,,MD,Brunswick
-76.731,39.095,Camp Meade RV Military,301.677.6196,,MD,Fort Meade
-76.818,38.647,Cedarville State Forest,301.249.9220,early apr-late oct,MD,Brandywine
-79.31,39.516,Deep Creek Lake State Park,301.387.4111,mid apr-mid dec,MD,Swanton
-75.985,39.48,Elk Neck State Park,410.287.5333,all year,MD,North East
-78.385,39.625,Fifteen Mile Creek - C and O Canal National Park,301.739.4200,,MD,Pratt
-78.008,39.604,Fort Frederick State Park,301.842.2155,early may-late oct,MD,Big Pool
-77.492,39.459,Gambrill State Park,301.271.7574,mid apr-mid oct,MD,Frederick
-76.384,38.289,Goose Creek Military,301.342.3648,,MD,Patuxent River
-78.457,39.657,Green Ridge State Forest - Dispersed,301.478.3124,all year,MD,Flintstone
-76.895,38.996,Greenbelt Park,301.344.3948,all year,MD,Greenbelt
-77.617,39.536,Greenbrier State Park,301.791.4767,mid apr-late oct,MD,Boonsboro
-76.745,39.244,Hilton - Patapsco Valley State Park,410.461.5005,all year,MD,Catonsville
-76.787,39.295,Hollofield - Patapsco Valley State Park,410.461.5005,all year,MD,Ellicott City
-77.466,39.619,Houck Area - Cunningham Falls State Park,301.271.7574,early may-late oct,MD,Thurmont
-75.847,38.011,Janes Island State Park,410.968.1565,all year,MD,Crisfield
-77.291,39.247,Little Bennett Regional Park,301.528.3430,,MD,Clarksburg
-79.272,39.378,Lost Land Run  - Potomac State Forest,301.334.2038,,MD,Oakland
-76.912,38.737,Louise F. Cosca Regional Park,301.868.1397,,MD,Clinton
-77.436,39.582,Manor Area - Cunningham Falls State Park,301.271.7574,early may-late oct,MD,Thurmont
-75.837,38.865,Martinak State Park,410.820.1668,all year,MD,Denton
-77.969,39.608,McCoys Ferry - C and O Canal National Park,301.739.4200,early apr-late sep,MD,Williamsport
-75.491,38.128,Milburn Landing - Pocomoke State Park,410.632.2566,all year,MD,Pocomoke City
-79.386,39.717,Mill Run - Youghiogheny River Lake,814.395.3166,,MD,Friendsville
-79.129,39.631,New Germany State Park,301.895.5453,all year,MD,Grantsville
-75.156,38.198,Oceanside - Assateague National Seashore,410.641.3030,all year,MD,Berlin
-77.488,39.653,Owens Creek - Catoctin Mountain National Park,301.663.9388,,MD,Sabillasville
-76.331,38.063,Point Lookout State Park,301.872.5688,all year,MD,Scotland
-78.651,39.696,Rocky Gap State Park,301.722.1480,early may-mid dec,MD,Flintstone
-79.148,39.619,Savage River State Forest,301.895.5759,,MD,Grantsville
-75.439,38.134,Shad  Landing - Pocomoke State Park,410.632.2566,all year,MD,Snow Hill
-76.28,39.408,Skippers Point Military,410.671.4732,,MD,Gunpowder
-77.181,38.554,Smallwood State Park,301. 743.7613,early apr-late oct,MD,Marbury
-76.467,38.34,Solomons Navy Military,410.286.5529,,MD,Solomons Islan
-78.718,39.564,Spring Gap - C and O Canal National Park,301.739.4200,early apr-late sep,MD,Cumberland
-76.165,39.612,Susquehanna State Park,410.734.9035,early apr-late oct,MD,Havre de Grace
-79.422,39.499,Swallow Falls State Park,301.387.6938,all year,MD,Oakland
-75.932,38.981,Tuckahoe State Park,410.820.1668,early apr-late nov,MD,Queen Anne
-79.269,39.346,Wallman/Laurel Run - Potomac State Forest,301.334.2038,,MD,Oakland
-68.962,45.874,Abol - Baxter State Park,207. 723.5140,mid may-mid oct,ME,Millinocket
-68.003,46.61,Aroostook State Park,207.768.8341,all year,ME,Presque Isle
-71.022,44.268,Basin,603.528.8721/603.528.8721,,ME,Gilead
-68.214,44.313,Blackwoods - Acadia National Park,207.288.3338,all year,ME,Bar Harbor
-70.179,43.9,Bradbury Mountain State Park,207.688.4712,all year,ME,Pownal
-69.047,44.23,Camden Hills State Park,207.236.3109,mid may-mid oct,ME,Camden
-67.153,44.854,Cobscook Bay State Park,207.726.4412,mid may-mid oct,ME,Dennysville
-71.013,44.265,Cold River,603.528.8721/603.528.8721,,ME,Fryeburg
-70.824,44.31,Crocker Pond,603.466.2713/603.528.8721,mid may-mid oct,ME,Bethel
-68.282,44.953,Great Pond Military,207.584.2000,,ME,Great Pond
-70.984,44.352,Hastings,603.466.2713/603.528.8721,early jun-late sep,ME,Gilead
-69.997,45.887,Katahdin Stream - Baxter State Park,,mid may-mid oct,ME,Seboomook Lake
-69.348,44.398,Lake St. George State Park,207.589.4255,mid may-early oct,ME,Liberty
-68.298,44.456,Lamoine State Park,207.667.4778,mid may-mid oct,ME,Trenton
-69.542,45.569,Lily Bay State Park,207.695.2700,early may-mid oct,ME,Greenville
-68.264,45.524,Mattawamkeag Wilderness Park,888.724.2465,,ME,Lincoln
-67.859,44.485,McClellan City Park,207.546.2422,,ME,Columbia Falls
-70.448,44.681,Mount Blue State Park,207.585.2347,all year,ME,Weld
-69.078,45.976,Nesowadnehunk Field - Baxter State Park,207.723.5140,mid may-mid oct,ME,Millinocket
-69.289,45.26,Peaks - Kenny State Park,207.564.2003,mid may-late sep,ME,Dover-Foxcroft
-70.72,44.939,Rangeley Lake State Park,207.864.3858,mid may-early oct,ME,Rangeley
-67.132,44.882,Reversing Falls Park,,,ME,Pembroke
-68.593,47.255,Riverside Park,207.834.3730,,ME,Fort Kent
-68.859,45.92,Roaring Brook - Baxter State Park,207.723.5140,mid may-mid oct,ME,Millinocket
-70.68,44.05,Salmon Point City Campground,207.647.5229,,ME,Bridgton
-68.306,44.241,Seawall - Acadia National Park,207.244.3600,mid may-late sep,ME,Southwest Harb
-70.546,43.942,Sebago Lake State Park,207.693.6613,early may-mid oct,ME,Casco
-68.9,46.109,South Branch Pond - Baxter State Park,207.723.5140,mid may-mid oct,ME,Millinocket
-70.982,44.036,Swans Falls Campground,207.935.3395,,ME,Fryeburg
-68.854,46.167,Trout Brook Farm - Baxter State Park,207.723.5140,early jun-mid oct,ME,Millinocket
-71.063,44.306,Wild River,,,ME,Gilead
-70.113,43.804,Winslow City Park,207.865.4198,,ME,Freeport
-71.021,44.269,Basin,603.536.1315/603.528.8721,mid may-mid oct,NH,Gilead
-71.331,43.115,Bear Brook State Park,603.485.9869,early jun-late sep,NH,Allenstown
-71.561,44.049,Big Rock,/603.528.8721,mid may-mid oct,NH,Lincoln
-71.245,44.007,Blackberry Crossing,603.536.1315/603.528.8721,,NH,Conway
-71.63,43.871,Campton,/603.528.8721,early jun-late sep,NH,Campton
-71.696,44.177,Cannon Mountain RV Park,603.823.8800,early jun-late sep,NH,Franconia
-71.884,43.651,Cardigan Campsites,603.466.2727,,NH,Alexandria
-71.013,44.265,Cold River,603.536.1315/603.528.8721,early jun-late sep,NH,North Chatham
-71.328,44.944,Coleman State Park,603.271.3628,early jun-late sep,NH,Stewartstown
-71.232,44.003,Covered Bridge,603.536.1315/603.528.8721,early jun-late sep,NH,Conway
-71.191,45.191,Deer Mountain,603.538.6965,early jun-late sep,NH,Pittsburg
-71.219,44.333,Dolly Copp,603.466.2713/603.528.8721,mid may-late sep,NH,Gorham
-71.4,44.178,Dry River - Crawford Notch State Park,603.374.2272,early jun-late sep,NH,Harts Location
-71.355,43.574,Ellacoya State Beach and RV Park,603.293.7821,early jun-late sep,NH,Gilford
-71.887,42.958,Greenfield State Park,603.547.3497,early jun-late sep,NH,Greenfield
-71.365,43.546,Gunstock Area,800.GUNSTOCK,,NH,Gilford
-70.816,42.899,Hampton Beach State Park,603.926.3784,all year,NH,Hampton
-71.594,44.064,Hancock,/603.528.8721,,NH,Lincoln
-71.556,44.25,Haystack Road,/603.528.8721,,NH,Twin Mountain
-71.334,43.998,Jigger Johnson,603.536.1315/603.528.8721,mid may-mid oct,NH,Conway
-71.685,44.139,Lafayette - Franconia Notch State Park,603.823.9513,mid may-late dec,NH,Franconia Notch
-71.302,45.06,Lake Francis State Park,603.538.6965,early jun-late sep,NH,Pittsburg
-71.224,44.572,Milan Hill State Park,603.466.3860,early jun-late sep,NH,Milan
-71.144,44.738,Mollidgewock State Park,603.482.3373,early jun-late sep,NH,Errol
-72.074,42.844,Monadnock State Park,603.532.8862,early jun-late sep,NH,Jaffrey
-71.231,44.4,Moose Brook State Park,603.466.3860,early jun-late sep,NH,Gorham
-72.063,43.321,Mount Sunapee,603.763.5561,early jun-late sep,NH,Newbury
-71.622,42.948,New Boston Military,603.471.2452,,NH,New Boston
-71.371,43.998,Passaconaway,603.536.1315/603.528.8721,mid may-mid oct,NH,Conway
-71.173,43.08,Pawtuckaway State Park,603.895.3031,early jun-late oct,NH,Nottingham
-72.116,43.234,Pillsbury State Park,603.863.2860,early jun-late sep,NH,Washington
-71.649,44.009,Russell Pond,/603.528.8721,mid may-mid oct,NH,Lincoln
-72.261,43.72,Storrs Pond Rec Area,603.643.2134,,NH,Hanover
-71.505,44.26,Sugarloaf 1,/603.528.8721,mid may-late sep,NH,Twin Mountain
-71.504,44.258,Sugarloaf 2,/603.528.8721,mid may-late sep,NH,Twin Mountain
-71.636,43.995,Tripoli Rd,/603.528.8721,,NH,Campton
-71.05,44.704,Umbagog Lake,603.482.7795,,NH,Cambridge
-71.509,43.942,Waterville,/603.528.8721,early jun-late sep,NH,Waterville Valley
-72.305,42.94,Wheelock Park Campground,603.357.9832,,NH,Keene
-71.225,43.845,White Lake State Park,603.323.7350,early jun-late sep,NH,Tamworth
-71.214,43.954,White Ledge,603.536.1315/603.528.8721,early jun-late sep,NH,Conway
-71.065,44.305,Wild River,603.466.2713/603.528.8721,mid may-mid oct,NH,Gilead
-71.794,44.075,Wildwood,/603.528.8721,mid may-mid oct,NH,North Woodstock
-71.501,44.265,Zealand,/603.528.8721,mid may-mid oct,NH,Twin Mountain
-74.131,40.162,Allaire State Park,732.938.2371,all year,NJ,Farmingdale
-74.734,39.743,Atsion - Wharton State Forest,609.268.0444,,NJ,Shamong
-74.434,39.624,Bass River State Forest,609.296.1114,,NJ,Tuckerton
-74.849,39.243,Belleplain State Forest,609.861.2404,,NJ,Woodbine
-74.558,39.37,Birch Grove,609.641.3778,,NJ,Northfield
-74.522,39.872,Brendan Byrne State Forest,609.726.1191,,NJ,Vincentown
-75.038,40.41,Bulls Island State Park,609.397.2949,early apr-late oct,NJ,Stockton
-74.266,40.446,Cheesequake State Park,732.566.2161,early apr-late oct,NJ,South Amboy
-74.157,40.264,Earle RV Military,732.866.2448,,NJ,Colts Neck
-74.547,39.69,Godfrey Bridge - Wharton State Forest,609.561.0024,,NJ,Chatsworth
-74.689,41.291,High Point State Park - Sawmill Area,973.875.4800,early apr-late oct,NJ,Sussex
-74.915,40.917,Jenny Jump State Forest,908.459.4366,,NJ,Blairstown
-74.59,41.002,Mahlon Dickerson Reservation,973.697.3140,,NJ,Lake Hopatcong
-75,41.027,Mohican Walk-In Campsites,603.466.2727,,NJ,Blairstown
-74.762,41.227,Ocquittunk - Stokes State Forest,973.948.3820,,NJ,Branchville
-75.139,39.509,Parvin State Park,856.358.8616,early apr-late oct,NJ,Pittsgrove Twp.
-74.552,40.001,Range 14 Camp Military - Ft Dix,609.562.6667,,NJ,Browns Mills
-73.991,40.45,Sandy Hook - Gateway National Rec Area,718.354.4655,,NJ,Highlands
-74.795,41.198,Shotwell - Stokes State Forest,973.948.3820,,NJ,Sandyston
-74.939,40.663,Spruce Run Recreation Area,908.638.8572,early apr-late oct,NJ,Clinton
-74.81,40.872,Stephens State Park,908.852.3790,early apr-late oct,NJ,Hackettstown
-74.82,41.076,Swartswood State Park,973.383.5230,early apr-late oct,NJ,Newton
-74.298,40.197,Turkey Swamp,732.462.7286,,NJ,Freehold
-74.887,40.696,Voorhees State Park,908.638.6969,early apr-late oct,NJ,Glen Gardner
-74.611,40.011,Willow Pond Camp Military - Ft Dix,609.562.6667,,NJ,Fort Dix
-75.104,41.005,Worthington State Forest,908.841.9575,,NJ,Columbia
-73.423,44.568,Ausable Point  - DEC,518.561.7080,mid may-late sep,NY,Peru
-76.807,42.485,Backbone Horse Camp,607.546.4470,all year,NY,Burdett
-73.449,40.762,Battle Row,516.572.8690,,NY,Old Bethpage
-75.069,42.118,Bear Spring Mountain - DEC,607.865.6989,mid may-late aug,NY,Walton
-74.07,41.229,Beaver Pond - Harriman State Park,845.947.2792,early may-late sep,NY,Stony Point
-74.839,41.979,Beaverkill - DEC,845.439.4281,mid may-late aug,NY,Roscoe
