longitude,latitude,name,phone,dates_open,state,city
-76.331,38.063,Point Lookout State Park,301.872.5688,all year,MD,Scotland
-78.457,39.657,Green Ridge State Forest - Dispersed,301.478.3124,all year,MD,Flintstone
-76.895,38.996,Greenbelt Park,301.344.3948,all year,MD,Greenbelt
-75.932,38.981,Tuckahoe State Park,410.820.1668,early apr-late nov,MD,Queen Anne
-79.129,39.631,New Germany State Park,301.895.5453,all year,MD,Grantsville
-79.148,39.619,Savage River State Forest,301.895.5759,,MD,Grantsville
-76.165,39.612,Susquehanna State Park,410.734.9035,early apr-late oct,MD,Havre de Grace
-70.514,41.756,Shawme Crowell State Forest,508.888.0351,all year,MA,Sandwich
-71.041,41.5,Horseneck Beach State Reservation,508.636.8816,early may-late sep,MA,Westport
-71.091,42.611,Harold Parker State Forest,978.686.3391,early jun-late aug,MA,Andover
-72.042,42.141,Wells State Park,508.347.9257,early may-late sep,MA,Sturbridge
-70.667,41.867,Myles Standish State Forest,508.866.2526,mid may-late sep,MA,Plymouth
-73.234,42.336,October Mountain State Forest,413.243.1778,early may-late sep,MA,Lee
-72.941,42.642,Mohawk Trail State Forest,413.339.5504,early may-mid oct,MA,Charlemont
-73.188,42.632,Mt. Greylock State Reservation,413.499.4262,early jun-late sep,MA,Williamstown
-72.042,42.141,Wells State Park,508.347.9257,early may-late sep,MA,Sturbridge
-70.846,42.2,Wompatuck State Park,781.749.7160,early may-mid oct,MA,Hingham
-83.213,43.98,Sleeper State Park,989.856.4411,all year,MI,Caseville
-86.595,41.901,Warren Dunes State Park,269.426.4013,,MI,Sawyer
-85.036,46.555,Tahquamenon Falls State Park,906.492.3415,all year,MI,Paradise
-85.551,44.746,Traverse City State Park,231.922.5270,all year,MI,Traverse City
-84.847,44.695,Manistee River Bridge - State Forest,989.348.6371,all year,MI,Grayling
-86.595,41.901,Warren Dunes State Park,269.426.4013,,MI,Sawyer
-84.9,45.746,Wilderness State Park,231.436.5381,early apr-late nov,MI,Carp Lake
-84.775,44.401,Houghton Lake - Roscommon State Forest,989.275.4622,all year,MI,Houghton Lake
-86.505,44.033,Ludington State Park,231.843.2423,all year,MI,Free Soil
-86.423,44.118,Lake Michigan Rec Area,/231.775.2421,,MI,Free Soil
-91.467,47.144,Gooseberry Falls State Park,218.834.3855,all year,MN,Two Harbors
-95.197,47.234,Itasca State Park,218.266.2100,all year,MN,Park Rapids
-90.082,47.882,Judge Magney State Park,218.387.3039,all year,MN,Grand Marais
-92.291,44.471,Hok Si La City Park,651.345.3855,,MN,Lake City
-95.53,45.541,Glacial Lakes State Park,320.239.2860,all year,MN,Starbuck
-92.736,45.537,Wild River State Park,651.583.2125,all year,MN,Center City
-91.376,47.202,Split Rock Lighthouse State Park,218.226.6377,all year,MN,Two Harbors
-92.791,44.848,Afton State Park,651.436.5391,all year,MN,Hastings
-91.722,47.952,Fall Lake,218.365.7600/218.626.4300,early may-late sep,MN,Ely
-93.108,44.342,Nerstrand Big Woods State Park,507.333.8848,all year,MN,Nerstrand
-89.402,30.266,Buccaneer State Park,228.467.3822,all year,MS,Waveland
-88.71,32.032,Archusa Creek Waterpark,601.776.6956,all year,MS,Quitman
-90.985,31.425,Clear Spgs Rec Area,601.384.5876/601.965.1700,all year,MS,Meadville
-88.796,30.397,Davis Bayou - Gulf Islands National Seashore,228.875.2358,,MS,Ocean Springs
-89.729,33.803,Hugh White State Park,662.226.4934,all year,MS,Grenada
-89.348,34.438,Puskus Lake,601.236.6550/601.965.1700,,MS,Oxford
-91.202,31.602,Natchez State Park,601.442.2658,all year,MS,Natchez
-88.328,34.569,Piney Grove,662.728.1134,early mar-late nov,MS,New Site
-89.23,31.135,Paul B Johnson State Park,601.582.7721,all year,MS,Hattiesburg
-88.193,34.614,Tishomingo State Park,662.438.6914,all year,MS,Tishomingo
-92.859,37.738,Bennett Spring State Park,417.532.4338,all year,MO,Lebanon
-91.102,38.207,Meramec State Park,573.468.6072,all year,MO,Sullivan
-93.309,36.583,Table Rock State Park,417.334.4704,early apr-late oct,MO,Branson
-93.837,36.584,Roaring River State Park,417.847.2539,all year,MO,Cassville
-91.576,38.909,Graham Cave State Park,573.564.3476,early apr-late oct,MO,Montgomery Cit
-93.44,36.594,Mill Creek - Table Rock Lake,417.334.4104,early apr-late oct,MO,Kimberling City
-90.505,37.255,Sam A Baker State Park,573.856.4411,all year,MO,Des Arc
-92.573,38.077,Lake of the Ozarks State Park,573.348.2694,all year,MO,Kaiser
-91.675,37.454,Montauk State Park,573.548.2201,all year,MO,Salem
-90.344,36.942,Lake Wappapello State Park,573.297.3232,all year,MO,Williamsville
-113.977,48.528,Apgar - Glacier National Park,406.888.7800,,MT,West Glacier
-111.851,45.823,Lewis and Clark Caverns State Park,406.287.3541,all year,MT,Whitehall
-114.311,47.811,Big Arm State Park,406.849.5256,early may-late sep,MT,Polson
-113.617,47.446,Holland Lake,406.837.7500/406.758.5200,mid may-late sep,MT,Seeley Lake
-109.897,45.352,Woodbine,406.446.2103/406.657.6200,mid may-mid sep,MT,Nye
-109.511,46.794,Crystal Lake,406.566.2292/406.791.7701,,MT,Lewistown
-115.856,48.221,Bad Medicine,406.295.4693/406.293.6211,,MT,Troy
-104.71,47.09,Makoshika State Park,406.377.6256,all year,MT,Glendive
-107.928,45.31,Afterbay - Bighorn Canyon National Rec Area,406.666.2412,,MT,Fort Smith
-106.887,47.617,Hell Creek State Park,406.232.0900,all year,MT,Jordan
-99.83,40.679,Johnson Lake  State Rec Area,308.785.2685,all year,NE,Lexington
-103.007,42.708,Chadron State Park,308.432.6167,all year,NE,Chadron
-96.183,41,Louisville Lakes  State Rec Area,402.234.6855,all year,NE,Louisville
-96.863,40.851,Pawnee Lake State Rec Area,402.796.2362,all year,NE,Emerald
-103.088,42.467,Box Butte  State Rec Area,308.665.2903,,NE,Hemingford
-101.109,40.171,Swanson Reservoir  State Rec Area,308.276.2671,,NE,Trenton
-98.846,40.707,Windmill  State Rec Area,308.468.5700,all year,NE,Gibbon
-96.559,41.444,Fremont Lakes  State Rec Area,402.727.3290,all year,NE,Fremont
-98.989,40.652,Fort Kearny  State Rec Area,308.865.5305,all year,NE,Kearney
-96.574,40.631,Wagon Train State Rec Area,402.471.5566,,NE,Hickman
-114.415,37.821,Cathedral Gorge State Park,775.728.4460,all year,NV,Panaca
-117.595,38.869,Berlin - Ichthyosaur State Park,775.964.2440,all year,NV,Gabbs
-115.607,36.311,Hilltop,702.515.5400/775.331.6444,early may-late sep,NV,Las Vegas
-115.476,40.254,Ruby Lake,,,NV,Ruby Valley
-114.694,39.191,Cave Lake State Park,775.296.1505,all year,NV,Ely
-119.272,39.292,Fort Churchill State Park,775.577.2345,all year,NV,Silver Springs
-114.269,37.913,Echo Canyon Reservoir State Park,775.962.5103,all year,NV,Pioche
-119.953,38.981,Nevada Beach,530.543.2600/530.543.2600,early may-mid oct,NV,Stateline
-115.086,41.026,Angel Lake,775.752.3357/775.331.6444,mid jun-late aug,NV,Wells
-114.203,38.024,Spring Valley State Park,775.962.5102,all year,NV,Pioche
-71.685,44.139,Lafayette - Franconia Notch State Park,603.823.9513,mid may-late dec,NH,Franconia Notch
-71.225,43.845,White Lake State Park,603.323.7350,early jun-late sep,NH,Tamworth
-71.173,43.08,Pawtuckaway State Park,603.895.3031,early jun-late oct,NH,Nottingham
-71.505,44.26,Sugarloaf,603.528.8721,mid may-late sep,NH,Twin Mountain
-71.331,43.115,Bear Brook State Park,603.485.9869,early jun-late sep,NH,Allenstown
-71.05,44.704,Umbagog Lake,603.482.7795,,NH,Cambridge
-71.302,45.06,Lake Francis State Park,603.538.6965,early jun-late sep,NH,Pittsburg
-70.816,42.899,Hampton Beach State Park,603.926.3784,all year,NH,Hampton
-71.4,44.178,Dry River - Crawford Notch State Park,603.374.2272,early jun-late sep,NH,Harts Location
-71.231,44.4,Moose Brook State Park,603.466.3860,early jun-late sep,NH,Gorham
-74.689,41.291,High Point State Park - Sawmill Area,973.875.4800,early apr-late oct,NJ,Sussex
-75.139,39.509,Parvin State Park,856.358.8616,early apr-late oct,NJ,Pittsgrove Twp.
-74.849,39.243,Belleplain State Forest,609.861.2404,,NJ,Woodbine
-74.522,39.872,Brendan Byrne State Forest,609.726.1191,,NJ,Vincentown
-74.81,40.872,Stephens State Park,908.852.3790,early apr-late oct,NJ,Hackettstown
-73.991,40.45,Sandy Hook - Gateway National Rec Area,718.354.4655,,NJ,Highlands
-75.104,41.005,Worthington State Forest,908.841.9575,,NJ,Columbia
-74.82,41.076,Swartswood State Park,973.383.5230,early apr-late oct,NJ,Newton
-74.59,41.002,Mahlon Dickerson Reservation,973.697.3140,,NJ,Lake Hopatcong
-74.266,40.446,Cheesequake State Park,732.566.2161,early apr-late oct,NJ,South Amboy
-106.56,32.372,Aguirre Springs,,all year,NM,Las Cruces
-107.976,32.59,City of Rocks State Park,575.536.2800,all year,NM,Deming
-108.498,33.422,Dipping Vat,505.533.6232/505.388.8201,mid apr-mid sep,NM,Reserve
-104.338,33.344,Bottomless Lakes State Park,505.624.6056,all year,NM,Roswell
-107.613,32.186,Rockhound State Park,575.546.6182,all year,NM,Deming
-106.738,36.614,El Vado Lake State Park,575.588.7247,mid may-mid sep,NM,Tierra Amarill
-105.92,33.685,Valley of Fires,575.648.2241,all year,NM,Carrizozo
-105.118,36.778,McCrystal,505.586.0520/505.758.6200,mid may-mid oct,NM,Costilla
-107.209,33.181,Elephant Butte Lake State Park,575.744.5923,early mar-late sep,NM,Truth Or Consequences
-105.729,32.967,Apache,505.682.2551/505.434.7200,mid may-mid sep,NM,Cloudcroft
-75.855,44.377,Kring Point State Park,315.482.2444,early may-late sep,NY,Redwood
-72.016,41.008,Hither Hills State Park,631.668.2554,all year,NY,Montauk
-74.869,42.794,Glimmerglass State Park,607.547.8662,all year,NY,Cooperstown
-74.407,44.307,Rollins Pond - DEC,518.891.3239,mid may-late aug,NY,Tupper Lake
-76.881,42.37,Watkins Glen State Park,607.535.4511,mid may-mid oct,NY,Watkins Glen
-74.037,42.203,North/South Lake  - DEC,518.589.5058,early may-mid oct,NY,Haines Falls
-74.821,44.197,Cranberry Lake  - DEC,315.848.2315,mid may-mid oct,NY,Cranberry Lake
-72.805,40.963,Wildwood State Park,631.929.4314,early jun-late sep,NY,Wading River
-78.045,42.584,Letchworth State Park,585.493.3600,all year,NY,Castile
-73.41,42.622,Cherry Plain State Park,518.733.5400,mid jun-late sep,NY,Cherry Plain
-81.933,35.966,Linville Falls - Blue Ridge Parkway,828.765.7818,mid may-late oct,NC,Newland
-82.271,35.76,Mount Mitchell State Park,828.675.4611,all year,NC,Asheville
-82.756,35.404,Mount Pisgah - Blue Ridge Parkway,828.648.2644,mid may-late oct,NC,Canton
-80.268,36.394,Hanging Rock State Park,336.593.8480,all year,NC,Walnut Cove
-76.684,36.43,Merchants Millpond State Park,252.357.1191,all year,NC,Sunbury
-78.604,34.699,Jones Lake State Park,910.588.4550,all year,NC,Elizabethtown
-75.544,35.239,Cape Point - Cape Hatteras National Seashore,252.473.2111,,NC,Buxton
-77.904,34.045,Carolina Beach State Park,910.458.8206,all year,NC,Carolina Beach
-82.729,35.283,Davidson River,828.877.3265/828.257.4200,all year,NC,Pisgah Forest
-79.016,35.724,Poplar Point State Rec Area - Jordan Lake,919.362.0586,mid mar-late nov,NC,Apex
-100.337,48.979,Lake Metigoshe State Park,701.222.1844,all year,ND,Bottineau
-101.452,47.524,Lake Sakakawea State Park,701.487.3600,all year,ND,Pick City
-102.758,47.558,Little Missouri State Park,701.764.5256,mid may-mid sep,ND,Killdeer
-97.483,47.933,Turtle River State Park,701.594.4445,all year,ND,Larimore
-97.74,48.773,Icelandic State Park,701.265.4561,all year,ND,Cavalier
-99.618,46.404,Beaver Lake State Park,701.452.2752,mid may-late aug,ND,Napoleon
-103.337,47.594,Juniper - Theodore Roosevelt National Park,701842.2333,,ND,Watford City
-101.427,47.481,Downstream - Lake Sakakawea,701.654.7440,early may-late sep,ND,Pick City
-101.42,47.591,Fort Stevenson State Park,701.337.5576,all year,ND,Garrison
-103.811,47.673,Sather Lake,701.842.2393/701.250.4443,,ND,Alexander
-82.698,41.602,Kelleys Island State Park,419.746.2546,all year,OH,Kelleys Island
-82.538,39.433,Hocking Hills State Park,740.385.6841,all year,OH,Logan
-82.257,40.61,Mohican State Park,419.994.5125,all year,OH,Loudonville
-82.103,40.029,Dillon State Park,740.452.1083,all year,OH,Nashport
-82.987,40.237,Alum Creek State Park,740.548.4631,all year,OH,Delaware
-84.765,39.595,Hueston Woods State Park,513.523.6347,all year,OH,College Corner
-81.46,40.082,Salt Fork State Park,740.439.3521,all year,OH,Lore City
-83.9,40.519,Indian Lake State Park,937.843.2717,all year,OH,Lakeview
-82.219,41.134,Findley State Park,440.647.5749,all year,OH,Wellington
-83.869,39.789,John Bryan State Park,937.767.1274,all year,OH,Yellow Springs
-94.688,34.137,Beavers Bend State Park,580.494.6300,all year,OK,Broken Bow
-102.882,36.84,Black Mesa State Park,580.426.2222,all year,OK,Kenton
-99.304,36.454,Boiling Springs State Park,580.256.7664,all year,OK,Woodward
-95.171,35.624,Greenleaf State Park,918.487.5196,all year,OK,Braggs
-98.359,35.456,Red Rock Canyon State Park,405.542.6344,all year,OK,Hinton
-96.069,35.619,Okmulgee - Dripping Springs  State Park,918.756.5971,all year,OK,Okmulgee
-94.67,36.176,Natural Falls State Park,918.422.5802,all year,OK,Colcord
-95.357,34.985,Robbers Cave State Park,918.465.2565,all year,OK,Wilburton
-99.304,36.454,Boiling Springs State Park,580.256.7664,all year,OK,Woodward
-97.248,35.232,Lake Thunderbird State Park,405.360.3572,all year,OK,Norman
-123.972,45.353,Cape Lookout State Park,503.842.4981,all year,OR,Tillamook
-122.165,42.866,Mazama  - Crater Lake National Park,541.594.3000,,OR,
-122.651,44.866,Silver Falls State Park,503.873.8681,all year,OR,Salem
-122.092,44.185,Paradise,541.822.3381/541.225.6300,mid may-mid oct,OR,McKenzie Bridge
-121.243,43.714,Little Crater,541.383.4000/541.383.5300,,OR,La Pine
-124.307,42.067,Harris Beach State Park,541.469.2021,all year,OR,Brookings
-123.199,45.739,L. L. Stub Stewart State Park,503.324.0606,all year,OR,Banks
-122.615,42.684,Joseph Stewart State Park,541.560.3334,all year,OR,Medford
-122.465,42.894,Natural Bridge,541.865.2700/541.618.2200,,OR,Prospect
-118.674,44.32,Strawberry,541.820.3800/541.575.3000,,OR,Prairie City
-76.383,39.877,Otter Creek - PPL,717.862.3628,,PA,Airville
-76.296,41.336,Ricketts Glen State Park,570.477.5675,all year,PA,Benton
-75.696,41.026,Hickory Run State Park,570.444.405,early apr-mid dec,PA,White Haven
-75.797,40.196,French Creek State Park,650.562.5650,all year,PA,Elverson
-77.821,41.663,Cherry Springs State Park,654.425.5050,mid apr-mid dec,PA,Coudersport
-80.428,40.507,Raccoon Creek State Park,724.896.5003,all year,PA,Hookstown
-77.762,40.646,Greenwood Furnace State Park,814.667.1800,early apr-late oct,PA,Huntingdon
-74.873,41.211,Dingmans - Delaware Water Gap National Rec Area,570.828.1551,,PA,Dingman's Ferr
-75.84,40.03,Hibernia County Park,610.383.3812,,PA,Coatesville
-75.801,40.846,Mauch Chunk Lake County Park,570.325.3669,,PA,Jim Thorpe
-71.7,41.37,Burlingame State Park,401.322.7994,,RI,Charlestown
-71.295,41.568,Carr Point Military - Newport NS,401.841.3116,,RI,
-71.637,41.358,Charlestown Breachway State Park,401.322.8910,early jun-late oct,RI,Charlestown
-71.692,41.343,East Beach - Ninigret State Conservation Area,401. 322.0450,early jun-late aug,RI,Charlestown
-71.488,41.38,Fishermens Memorial State Park,401.789.8374,early jun-late oct,RI,Narragansett
-71.399,41.489,Fort Getty Camping and Recreation Area,,,RI,Newport
-71.755,41.92,George Washington State Area,401.568.2013,early jun-late oct,RI,Chepachet
-71.275,41.589,Melville Ponds,401.682.2424,,RI,Portsmouth
-71.252,41.487,Middletown City Campground,401.846.6273,,RI,Middeltown
-82.616,34.108,Calhoun Falls State Rec Area,864.447.8267,all year,SC,Calhoun Falls
-79.911,34.638,Cheraw State Park,843.537.9656,all year,SC,Cheraw
-82.951,34.952,Devils Fork State Park,864.944.2639,all year,SC,Salem
-81.404,34.085,Dreher Island State Rec Area,803.364.4152,all year,SC,Prosperity
-80.297,32.504,Edisto Beach State Park,843.869.2756,all year,SC,Edisto Island
-82.411,33.882,Hickory Knob State Resort Park,800.491.1764,all year,SC,Mccormick
-82.887,34.931,Keowee - Toxaway State Natural Area,864.868.2605,all year,SC,Sunset
-81.951,34.195,Lake Greenwood State Park,864.543.3535,all year,SC,Ninety Six
-80.87,34.431,Lake Wateree State Rec Area,803.482.6401,all year,SC,Winnsboro
-83.103,34.868,Oconee State Park,864.638.5353,all year,SC,Mountain Rest
-80.81,34.843,Andrew Jackson State Park,803. 285.3344,all year,SC,Lancaster
-103.566,43.846,Sylvan Lake - Custer State Park,605.255.4515,mid may-late sep,SD,Custer
-103.86,44.481,Spearfish City Campground,605.642.1340,,SD,Spearfish
-103.498,44.059,Pactola,605.343.1567/605.673.9200,mid may-late aug,SD,Hill City
-97.553,42.86,Gavins Point - Lewis and Clark State Rec Area,605.668.2985,all year,SD,
-103.484,43.895,Horsethief Lake,605.673.4853/605.673.9200,mid may-late aug,SD,Keystone
-97.181,43.587,Lake Vermillion State Rec Area,605.296.3643,all year,SD,Sioux Falls
-103.481,43.718,Blue Bell - Custer State Park,605.255.4515,,SD,Custer
-103.663,44.199,Roubaix Lake,605.642.4622/605.673.9200,mid may-late aug,SD,Deadwood
-96.52,43.688,Palisades State Park,605.594.3824,all year,SD,Brandon
-96.594,43.573,Big Sioux State Rec Area,605. 582.7243,all year,SD,Brandon
-83.777,35.604,Cades Cove  - Great Smoky Mountains National Park,865.448.2472,mid may-late dec,TN,Townsend
-85.357,35.655,Fall Creek Falls State Park,800.250.8611,all year,TN,Pikeville
-84.113,35.304,Spivey Cove,423.253.8400/423.476.9700,,TN,Tellico Plains
-84.509,36.123,Frozen Head State Park,423.346.3318,all year,TN,Wartburg
-83.21,35.752,Cosby - Great Smoky Mountains National Park,865.436.1261,all year,TN,Gatlinburg
-81.814,36.594,Backbone Rock Rec Area,423.735.1500/423.476.9700,,TN,Bristol
-88.035,36.487,Piney,270.924.2000/270.924.2000,,TN,Dover
-85.112,35.168,Harrison Bay State Park,423.344.6214,all year,TN,Harrison
-86.355,36.378,Bledsoe Creek State Park,615.452.3706,all year,TN,Gallatin
-86.57,36.134,Seven Points,615.889.1975,early apr-late oct,TN,Hermitage
-98.504,29.853,Guadalupe River State Park,830.438.2656,all year,TX,Spring Branch
-97.221,27.583,Padre Balli County Park,361.949.8121,,TX,Corpus Christi
-101.702,34.985,Palo Duro Canyon State Park,806.488.2227,all year,TX,Canyon
-94.176,32.68,Caddo Lake State Park,903.679.3351,all year,TX,Karnack
-98.814,30.501,Enchanted Rock State Natural Area,325.247.3903,all year,TX,Fredericksburg
-103.787,30.946,Balmorhea State Park,432.375.2370,all year,TX,Toyahvale
-98.369,30.737,Inks Lake State Park,512.793.2223,all year,TX,Burnet
-95.15,31.391,Ratcliff Lake,936.655.2299/936.639.8501,all year,TX,Ratcliff
-95.281,32.482,Tyler State Park,903.597.5338,all year,TX,Tyler
-97.814,32.246,Dinosaur Valley State Park,254.897.4588,all year,TX,Glen Rose
-112.25,41.058,Antelope Island State Park,801.773.2941,all year,UT,
-111.414,37.793,Calf Creek,,,UT,Escalante
-109.74,38.486,Dead Horse Point State Park,435.259.2614,all year,UT,Moab
-111.249,38.283,Fruita - Capitol Reef National Park,435.425.3791,all year,UT,Torrey
-109.927,37.175,Goosenecks State Park,435.678.2238,all year,UT,Blanding
-110.885,40.701,Mirror Lake,435.783.4338/801.236.3400,mid jul-late aug,UT,Kamas
-109.985,37.609,Natural Bridges,,,UT,Blanding
-111.636,40.642,Spruces,801.733.2660/801.236.3400,early jun-mid sep,UT,Salt Lake City
-111.588,40.615,Redman,801.733.2660/801.236.3400,mid jun-late aug,UT,Murray
-112.988,37.196,Watchman - Zion National Park,435.772.3256,all year,UT,Springdale
-72.788,44.559,Smugglers Notch State Park,802.253.4014,mid may-mid oct,VT,Stowe
-72.254,44.246,Ricker Pond State Park,802.584.3821,mid may-late aug,VT,Groton
-72.765,43.112,Jamaica State Park,802.874.4600,early may-mid oct,VT,Jamaica
-72.401,43.637,Quechee State Park,802.295.2990,early jun-mid oct,VT,White River Jct
-72.289,44.32,New Discovery State Park,802.426.3042,early jun-late aug,VT,Marshfield
-73.295,44.688,Grand Isle State Park,802.372.4300,mid may-late sep,VT,Grand Isle
-73.027,43.919,Moosalamoo,802.388.4362/802.747.6700,,VT,Ripton
-72.81,43.163,Winhall Brook,802.824.4570,mid may-late sep,VT,Jamaica
-73.221,44.277,Mt. Philo State Park,802.425.2390,early jun-mid oct,VT,Charlotte
-71.857,44.796,Brighton State Park,802.723.4360,early jun-late sep,VT,Island Pond
-76.052,36.918,First Landing State Park,757.412.2300,all year,VA,Virginia Beach
-78.439,38.527,Big Meadows - Shenandoah National Park,540.999.3231,early may-late nov,VA,Stanley
-78.311,36.595,North Bend Park - Kerr Reservoir,434.738.0059,early apr-late oct,VA,Boydton
-79.595,37.09,Smith Mountain Lake,540.291.2188,all year,VA,Huddleston
-78.477,38.436,Lewis Mountain - Shenandoah National Park,540.999.3273,,VA,Stanardsville
-78.669,38.246,Loft Mountain - Shenandoah National Park,434.823.4675,mid may-late oct,VA,Crozet
-79.534,37.574,Cave Mountain Lake,540.291.2188/540.265.5100,early apr-late oct,VA,Natural Bridge Station
-81.485,36.639,Grayson Highlands State Park,540.579.7092,all year,VA,Mouth Of Wilson
-77.572,37.366,Pocahontas State Park,804.796.4255,all year,VA,Chesterfield
-76.873,37.265,Chickahominy Riverfront Park,757-258-5020,,VA,Williamsburg
-121.796,46.767,Cougar Rock - Mount Rainier National Park,360.569.2211,late may-late sep,WA,Enumclaw
-122.657,48.398,Deception Pass State Park,,all year,WA,Oak Harbor
-124.25,47.81,Hoh Oxbow- State Forest,360.374.2800,see agency web site for open/closed status,WA,Forks
-120.728,47.812,Lake Wenatchee State Park,509.763.3101,all year,WA,Leavenworth
-121.094,48.687,Colonial Creek - North Cascades  National Park,360.854.7200,,WA,Newhalem
-123.696,48.162,Salt Creek County Rec Area,360.928.3441,,WA,Port Angeles
-121.569,46.734,Ohanapecosh - Mount Rainier National Park,360.569.2211,mid may-late sep,WA,Enumclaw
-123.855,47.965,Sol Duc - Olympic National Park,360.565.3130,,WA,Port Angeles
-119.993,46.9,Wanapum State Park/Ginkgo Petrified Forest,509.856.2700,early apr-late oct,WA,Vantage
-118.66,48.72,Curlew Lake State Park,509.775.3592,early apr-late oct,WA,Republic
-81.072,37.853,Grandview/Glade - New River National Scenic River,304.465.0508,,WV,Beaver
-79.679,38.93,Bear Heaven,304.478.3251/304.636.1800,,WV,Elkins
-78.499,39.116,Hawk,540.984.4101/540.265.5100,,WV,Intermont
-79.705,38.579,Island,304.456.3335/304.636.1800,,WV,Bartow
-79.588,38.707,Spruce Knob Lake,304.478.3251/304.636.1800,mid apr-late sep,WV,Whitmer
-80.065,39.04,Audra State Park,304.457.1162,mid apr-mid oct,WV,Belington
-80.575,38.635,Bakers Run,304.765.5631,,WV,Sutton
-82.345,38.308,Beech Fork State Park,304.522.0303,mid apr-mid oct,WV,Barboursville
-80.366,38.667,Holly River State Park,304.493.6353,mid apr-mid oct,WV,Hacker Valley
-80.072,38.655,Kumbrabow State Forest,304.335.2219,,WV,Valley Head
-92.779,45.772,St. Croix - Governor Knowles State Forest,888.936.7463,,WI,Grantsburg
-90.671,44.421,East Fork - Black River State Forest,,all year,WI,Hatfield
-90.008,43.946,Buckhorn State Park,608.565.2789,all year,WI,Necedah
-92.691,45.014,Willow River State Park,715.386.5931,all year,WI,Hudson
-89.879,42.662,Blackhawk Memorial Park - Woodford,608.465.3472,,WI,Woodford
-88.694,42.784,Whitewater Lake -  Kettle Moraine State Forest,262.594.6200,,WI,Whitewater
-87.826,42.818,Cliffside Park,262.886.8440,,WI,Caledonia
-89.738,43.433,Devils Lake State Park,608.356.8301,all year,WI,Baraboo
-89.845,43.026,Blue Mound State Park,608.437.5711,all year,WI,Barneveld
-87.718,43.673,Kohler - Andrae State Park,920.451.4080,all year,WI,Sheboygan
-105.011,42.485,Glendo State Park,307.735.4433,early may-late oct,WY,Glendo
-109.446,41.35,Firehole Canyon - Flaming Gorge Reservoir,435.784.3445/435.789.1181,mid may-late aug,WY,
-108.162,43.404,Boysen State Park,307.876.2796,all year,WY,Shoshoni
-105.376,41.157,Vedauwoo,307.745.2300/307.745.2300,,WY,Laramie
-106.295,41.355,Sugarloaf,307.745.2300/307.745.2300,,WY,Centennial
-109.244,44.502,Buffalo Bill State Park,307.587.9227,early may-late oct,WY,Cody
-106.247,41.373,Brooklyn Lake,307.745.2300/307.745.2300,early june - late aug,WY,Centennial
-110.808,43.212,East Table Creek,307.739.5400/307.739.5500,,WY,Hoback Junction
-108.837,42.737,Sinks Canyon,307.332.5460/307.527.6241,mid may-mid sep,WY,Lander

-106.775,42.519,Fremont Canyon - Alcova Reservoir,307.235.9311,,WY,Alcova
-106.775,42.519,Fremont Canyon - Alcova Reservoir,307.235.9311,,WY,Alcova
